x,y,u,v,p
0,0.8392156863,0,0,0
0,0.8431372549,0,0,0
0,0.8470588235,0,0,0
0,0.8509803922,0,0,0
0,0.8549019608,0,0,0
0,0.8588235294,0,0,0
0,0.862745098,0,0,0
0,0.8666666667,0,0,0
0,0.8705882353,0,0,0
0,0.8745098039,0,0,0
0,0.8784313725,0,0,0
0,0.8823529412,0,0,0
0,0.8862745098,0,0,0
0,0.8901960784,0,0,0
0,0.8941176471,0,0,0
0,0.8980392157,0,0,0
0,0.9019607843,0,0,0
0,0.9058823529,0,0,0
0,0.9098039216,0,0,0
0,0.9137254902,0,0,0
0,0.9176470588,0,0,0
0,0.9215686275,0,0,0
0,0.9254901961,0,0,0
0,0.9294117647,0,0,0
0,0.9333333333,0,0,0
0,0.937254902,0,0,0
0,0.9411764706,0,0,0
0,0.9450980392,0,0,0
0,0.9490196078,0,0,0
0,0.9529411765,0,0,0
0,0.9568627451,0,0,0
0,0.9607843137,0,0,0
0,0.9647058824,0,0,0
0,0.968627451,0,0,0
0,0.9725490196,0,0,0
0,0.9764705882,0,0,0
0,0.9803921569,0,0,0
0,0.9843137255,0,0,0
0,0.9882352941,0,0,0
0,0.9921568627,0,0,0
0,0.9960784314,0,0,0
0,1,0,0,0
0.003921568627,0,0,0,0
0.003921568627,0.003921568627,-6.541772267e-06,6.536940113e-06,0
0.003921568627,0.007843137255,-2.048362735e-06,8.025456337e-06,0
0.003921568627,0.01176470588,7.041991386e-06,-4.172029714e-06,0
0.003921568627,0.01568627451,1.729506482e-05,-3.332726861e-05,0
0.003921568627,0.01960784314,2.718917741e-05,-7.98815463e-05,0
0.003921568627,0.02352941176,3.61515383e-05,-0.0001429116636,0
0.003921568627,0.02745098039,4.404581025e-05,-0.0002209371633,0
0.003921568627,0.03137254902,5.092834366e-05,-0.0003123493349,0
0.003921568627,0.03529411765,5.693439287e-05,-0.0004156297588,0
0.003921568627,0.03921568627,6.222421273e-05,-0.0005294525225,0
0.003921568627,0.0431372549,6.695698764e-05,-0.0006527218809,0
0.003921568627,0.04705882353,7.127818074e-05,-0.0007845740045,0
0.003921568627,0.05098039216,7.531367454e-05,-0.0009243589829,0
0.003921568627,0.05490196078,7.916751698e-05,-0.001071612453,0
0.003921568627,0.05882352941,8.292165341e-05,-0.001226022411,0
0.003921568627,0.06274509804,8.663676938e-05,-0.001387394577,0
0.003921568627,0.06666666667,9.035374183e-05,-0.001555618344,0
0.003921568627,0.07058823529,9.409539268e-05,-0.001730634525,0
0.003921568627,0.07450980392,9.78683495e-05,-0.00191240558,0
0.003921568627,0.07843137255,0.0001016648849,-0.002100888623,0
0.003921568627,0.08235294118,0.0001054646503,-0.002296011301,0
0.003921568627,0.0862745098,0.000109236251,-0.002497650434,0
0.003921568627,0.09019607843,0.0001129386354,-0.002705613246,0
0.003921568627,0.09411764706,0.0001165222895,-0.00291962093,0
0.003921568627,0.09803921569,0.0001199302455,-0.003139294271,0
0.003921568627,0.1019607843,0.0001230989256,-0.003364141102,0
0.003921568627,0.1058823529,0.0001259588511,-0.003593545342,0
0.003921568627,0.1098039216,0.0001284352541,-0.003826757461,0
0.003921568627,0.1137254902,0.0001304486291,-0.004062886244,0
0.003921568627,0.1176470588,0.0001319152666,-0.004300891814,0
0.003921568627,0.1215686275,0.0001327478015,-0.00453957989,0
0.003921568627,0.1254901961,0.0001328558109,-0.004777597361,0
0.003921568627,0.1294117647,0.0001321464858,-0.005013429249,0
0.003921568627,0.1333333333,0.0001305253958,-0.005245397204,0
0.003921568627,0.137254902,0.0001278973609,-0.00547165967,0
0.003921568627,0.1411764706,0.0001241674341,-0.005690213879,0
0.003921568627,0.1450980392,0.0001192419954,-0.005898899836,0
0.003921568627,0.1490196078,0.0001130299501,-0.006095406411,0
0.003921568627,0.1529411765,0.0001054440197,-0.006277279685,0
0.003921568627,0.1568627451,9.640210929e-05,-0.006441933607,0
0.003921568627,0.1607843137,8.582872958e-05,-0.006586663023,0
0.003921568627,0.1647058824,7.365645224e-05,-0.006708659085,0
0.003921568627,0.168627451,5.982737019e-05,-0.006805026992,0
0.003921568627,0.1725490196,4.429453578e-05,-0.006872805975,0
0.003921568627,0.1764705882,2.702334704e-05,-0.006908991406,0
0.003921568627,0.1803921569,7.992851861e-06,-0.006910558816,0
0.003921568627,0.1843137255,-1.280305976e-05,-0.006874489631,0
0.003921568627,0.1882352941,-3.535460474e-05,-0.006797798311,0
0.003921568627,0.1921568627,-5.96352248e-05,-0.006677560627,0
0.003921568627,0.1960784314,-8.560089886e-05,-0.006510942687,0
0.003921568627,0.2,-0.0001131896724,-0.006295230373,0
0.003921568627,0.2039215686,-0.0001423214233,-0.006027858776,0
0.003921568627,0.2078431373,-0.0001728978785,-0.005706441238,0
0.003921568627,0.2117647059,-0.0002048028935,-0.005328797571,0
0.003921568627,0.2156862745,-0.000237902998,-0.004892981067,0
0.003921568627,0.2196078431,-0.0002720482101,-0.00439730388,0
0.003921568627,0.2235294118,-0.0003070731124,-0.003840360407,0
0.003921568627,0.2274509804,-0.00034279818,-0.003221048319,0
0.003921568627,0.231372549,-0.0003790313432,-0.002538586911,0
0.003921568627,0.2352941176,-0.0004155697651,-0.00179253249,0
0.003921568627,0.2392156863,-0.0004522018056,-0.0009827905701,0
0.003921568627,0.2431372549,-0.0004887091436,-0.0001096246791,0
0.003921568627,0.2470588235,-0.0005248690211,0.0008263383535,0
0.003921568627,0.2509803922,-0.0005604565735,0.001824106707,0
0.003921568627,0.2549019608,-0.000595247206,0.002882325501,0
0.003921568627,0.2588235294,-0.0006290189769,0.003999282311,0
0.003921568627,0.262745098,-0.000661554946,0.005172916178,0
0.003921568627,0.2666666667,-0.000692645451,0.006400829967,0
0.003921568627,0.2705882353,-0.0007220902717,0.007680305889,0
0.003921568627,0.2745098039,-0.0007497006489,0.00900832393,0
0.003921568627,0.2784313725,-0.0007753011266,0.01038158293,0
0.003921568627,0.2823529412,-0.0007987311896,0.01179652399,0
0.003921568627,0.2862745098,-0.0008198466751,0.01324935587,0
0.003921568627,0.2901960784,-0.0008385209409,0.01473608201,0
0.003921568627,0.2941176471,-0.0008546457781,0.01625252886,0
0.003921568627,0.2980392157,-0.0008681320637,0.01779437508,0
0.003921568627,0.3019607843,-0.0008789101504,0.01935718122,0
0.003921568627,0.3058823529,-0.0008869299994,0.02093641966,0
0.003921568627,0.3098039216,-0.0008921610652,0.02252750431,0
0.003921568627,0.3137254902,-0.0008945919456,0.02412581977,0
0.003921568627,0.3176470588,-0.0008942298149,0.02572674974,0
0.003921568627,0.3215686275,-0.0008910996603,0.0273257043,0
0.003921568627,0.3254901961,-0.0008852433446,0.02891814588,0
0.003921568627,0.3294117647,-0.0008767185197,0.0304996137,0
0.003921568627,0.3333333333,-0.0008655974171,0.03206574644,0
0.003921568627,0.337254902,-0.000851965541,0.03361230316,0
0.003921568627,0.3411764706,-0.0008359202905,0.03513518212,0
0.003921568627,0.3450980392,-0.0008175695356,0.03663043772,0
0.003921568627,0.3490196078,-0.0007970301715,0.03809429527,0
0.003921568627,0.3529411765,-0.0007744266734,0.03952316371,0
0.003921568627,0.3568627451,-0.0007498896724,0.0409136463,0
0.003921568627,0.3607843137,-0.00072355457,0.04226254925,0
0.003921568627,0.3647058824,-0.0006955602094,0.04356688841,0
0.003921568627,0.368627451,-0.0006660476134,0.04482389416,0
0.003921568627,0.3725490196,-0.0006351588045,0.04603101446,0
0.003921568627,0.3764705882,-0.0006030357115,0.04718591626,0
0.003921568627,0.3803921569,-0.0005698191732,0.04828648549,0
0.003921568627,0.3843137255,-0.0005356480392,0.04933082548,0
0.003921568627,0.3882352941,-0.0005006583738,0.05031725432,0
0.003921568627,0.3921568627,-0.0004649827609,0.05124430096,0
0.003921568627,0.3960784314,-0.0004287497097,0.05211070041,0
0.003921568627,0.4,-0.0003920831579,0.05291538807,0
0.003921568627,0.4039215686,-0.0003551020698,0.05365749337,0
0.003921568627,0.4078431373,-0.0003179201229,0.05433633283,0
0.003921568627,0.4117647059,-0.0002806454782,0.05495140265,0
0.003921568627,0.4156862745,-0.0002433806283,0.05550237094,0
0.003921568627,0.4196078431,-0.0002062223162,0.05598906979,0
0.003921568627,0.4235294118,-0.0001692615174,0.05641148714,0
0.003921568627,0.4274509804,-0.00013258348,0.05676975859,0
0.003921568627,0.431372549,-9.626781393e-05,0.05706415929,0
0.003921568627,0.4352941176,-6.038862338e-05,0.05729509591,0
0.003921568627,0.4392156863,-2.501467609e-05,0.05746309878,0
0.003921568627,0.4431372549,9.790397809e-06,0.05756881422,0
0.003921568627,0.4470588235,4.396788283e-05,0.0576129972,0
0.003921568627,0.4509803922,7.746373692e-05,0.05759650423,0
0.003921568627,0.4549019608,0.0001102283374,0.0575202866,0
0.003921568627,0.4588235294,0.0001422162187,0.05738538403,0
0.003921568627,0.462745098,0.0001733858068,0.05719291856,0
0.003921568627,0.4666666667,0.0002036991538,0.05694408893,0
0.003921568627,0.4705882353,0.0002331216772,0.05664016529,0
0.003921568627,0.4745098039,0.0002616219056,0.05628248428,0
0.003921568627,0.4784313725,0.0002891712356,0.05587244446,0
0.003921568627,0.4823529412,0.0003157437008,0.05541150211,0
0.003921568627,0.4862745098,0.0003413157556,0.0549011674,0
0.003921568627,0.4901960784,0.0003658660756,0.0543430008,0
0.003921568627,0.4941176471,0.000389375376,0.05373860982,0
0.003921568627,0.4980392157,0.0004118262493,0.05308964604,0
0.003921568627,0.5019607843,0.0004332030227,0.05239780233,0
0.003921568627,0.5058823529,0.0004534916363,0.05166481033,0
0.003921568627,0.5098039216,0.0004726795424,0.05089243803,0
0.003921568627,0.5137254902,0.0004907556254,0.05008248759,0
0.003921568627,0.5176470588,0.0005077101435,0.04923679317,0
0.003921568627,0.5215686275,0.0005235346898,0.04835721891,0
0.003921568627,0.5254901961,0.0005382221747,0.04744565692,0
0.003921568627,0.5294117647,0.0005517668265,0.04650402529,0
0.003921568627,0.5333333333,0.0005641642107,0.045534266,0
0.003921568627,0.537254902,0.0005754112665,0.04453834291,0
0.003921568627,0.5411764706,0.0005855063585,0.04351823951,0
0.003921568627,0.5450980392,0.0005944493423,0.04247595668,0
0.003921568627,0.5490196078,0.0006022416431,0.04141351016,0
0.003921568627,0.5529411765,0.0006088863437,0.04033292799,0
0.003921568627,0.5568627451,0.0006143882804,0.03923624766,0
0.003921568627,0.5607843137,0.0006187541458,0.03812551306,0
0.003921568627,0.5647058824,0.0006219925936,0.03700277124,0
0.003921568627,0.568627451,0.0006241143446,0.03587006889,0
0.003921568627,0.5725490196,0.0006251322904,0.03472944859,0
0.003921568627,0.5764705882,0.0006250615929,0.03358294483,0
0.003921568627,0.5803921569,0.0006239197756,0.03243257972,0
0.003921568627,0.5843137255,0.0006217268046,0.03128035857,0
0.003921568627,0.5882352941,0.0006185051569,0.03012826516,0
0.003921568627,0.5921568627,0.0006142798726,0.02897825683,0
0.003921568627,0.5960784314,0.0006090785889,0.02783225946,0
0.003921568627,0.6,0.0006029315541,0.02669216217,0
0.003921568627,0.6039215686,0.0005958716182,0.02555981209,0
0.003921568627,0.6078431373,0.0005879342001,0.02443700887,0
0.003921568627,0.6117647059,0.0005791572288,0.02332549934,0
0.003921568627,0.6156862745,0.0005695810581,0.02222697207,0
0.003921568627,0.6196078431,0.0005592483543,0.02114305207,0
0.003921568627,0.6235294118,0.0005482039562,0.02007529559,0
0.003921568627,0.6274509804,0.0005364947093,0.01902518517,0
0.003921568627,0.631372549,0.0005241692735,0.01799412482,0
0.003921568627,0.6352941176,0.0005112779067,0.01698343563,0
0.003921568627,0.6392156863,0.0004978722261,0.01599435162,0
0.003921568627,0.6431372549,0.000484004949,0.01502801607,0
0.003921568627,0.6470588235,0.0004697296174,0.01408547829,0
0.003921568627,0.6509803922,0.0004551003079,0.01316769083,0
0.003921568627,0.6549019608,0.0004401713315,0.01227550733,0
0.003921568627,0.6588235294,0.0004249969268,0.01140968083,0
0.003921568627,0.662745098,0.0004096309509,0.01057086275,0
0.003921568627,0.6666666667,0.0003941265717,0.009759602405,0
0.003921568627,0.6705882353,0.0003785359655,0.008976347244,0
0.003921568627,0.6745098039,0.0003629100249,0.008221443583,0
0.003921568627,0.6784313725,0.0003472980796,0.007495138037,0
0.003921568627,0.6823529412,0.000331747635,0.006797579506,0
0.003921568627,0.6862745098,0.000316304131,0.006128821746,0
0.003921568627,0.6901960784,0.0003010107253,0.005488826466,0
0.003921568627,0.6941176471,0.000285908103,0.004877466929,0
0.003921568627,0.6980392157,0.0002710343149,0.00429453201,0
0.003921568627,0.7019607843,0.0002564246471,0.003739730642,0
0.003921568627,0.7058823529,0.0002421115216,0.003212696617,0
0.003921568627,0.7098039216,0.0002281244274,0.002712993676,0
0.003921568627,0.7137254902,0.0002144898795,0.002240120824,0
0.003921568627,0.7176470588,0.0002012313991,0.00179351784,0
0.003921568627,0.7215686275,0.0001883695069,0.001372570918,0
0.003921568627,0.7254901961,0.0001759217147,0.0009766184398,0
0.003921568627,0.7294117647,0.0001639024998,0.0006049568692,0
0.003921568627,0.7333333333,0.0001523232426,0.0002568467906,0
0.003921568627,0.737254902,0.0001411921116,-6.848084589e-05,0
0.003921568627,0.7411764706,0.0001305138846,-0.0003718182048,0
0.003921568627,0.7450980392,0.0001202897085,-0.0006539736967,0
0.003921568627,0.7490196078,0.0001105168222,-0.0009157647079,0
0.003921568627,0.7529411765,0.0001011882912,-0.001158009942,0
0.003921568627,0.7568627451,9.229283699e-05,-0.001381521497,0
0.003921568627,0.7607843137,8.381487484e-05,-0.001587096962,0
0.003921568627,0.7647058824,7.573489788e-05,-0.001775512025,0
0.003921568627,0.768627451,6.803035884e-05,-0.00194751432,0
0.003921568627,0.7725490196,6.067718975e-05,-0.002103819473,0
0.003921568627,0.7764705882,5.365206339e-05,-0.002245110497,0
0.003921568627,0.7803921569,4.693543353e-05,-0.002372041799,0
0.003921568627,0.7843137255,4.051529517e-05,-0.002485249014,0
0.003921568627,0.7882352941,3.439148919e-05,-0.00258536569,0
0.003921568627,0.7921568627,2.858024888e-05,-0.002673047416,0
0.003921568627,0.7960784314,2.311856764e-05,-0.00274900338,0
0.003921568627,0.8,1.806787468e-05,-0.002814034539,0
0.003921568627,0.8039215686,1.351646135e-05,-0.002869076716,0
0.003921568627,0.8078431373,9.580119069e-06,-0.002915245954,0
0.003921568627,0.8117647059,6.400542634e-06,-0.002953882716,0
0.003921568627,0.8156862745,4.141219302e-06,-0.002986590826,0
0.003921568627,0.8196078431,2.980754467e-06,-0.003015266843,0
0.003921568627,0.8235294118,3.103854426e-06,-0.003042115631,0
0.003921568627,0.8274509804,4.690461583e-06,-0.003069648528,0
0.003921568627,0.831372549,7.903775264e-06,-0.003100661488,0
0.003921568627,0.8352941176,1.287804896e-05,-0.003138191927,0
0.003921568627,0.8392156863,1.970709579e-05,-0.003185454492,0
0.003921568627,0.8431372549,2.8434336e-05,-0.003245757476,0
0.003921568627,0.8470588235,3.90449823e-05,-0.003322402752,0
0.003921568627,0.8509803922,5.146060428e-05,-0.003418572898,0
0.003921568627,0.8549019608,6.553588684e-05,-0.003537209256,0
0.003921568627,0.8588235294,8.105696424e-05,-0.003680884133,0
0.003921568627,0.862745098,9.774033735e-05,-0.003851669136,0
0.003921568627,0.8666666667,0.000115231132,-0.004050999961,0
0.003921568627,0.8705882353,0.0001330993736,-0.004279536003,0
0.003921568627,0.8745098039,0.0001508330569,-0.004537011318,0
0.003921568627,0.8784313725,0.0001678270676,-0.004822071898,0
0.003921568627,0.8823529412,0.0001833674252,-0.005132093355,0
0.003921568627,0.8862745098,0.0001966108119,-0.005462972992,0
0.003921568627,0.8901960784,0.0002065598651,-0.005808891028,0
0.003921568627,0.8941176471,0.0002120351915,-0.006162037391,0
0.003921568627,0.8980392157,0.0002116454756,-0.006512302913,0
0.003921568627,0.9019607843,0.0002037573864,-0.00684693675,0
0.003921568627,0.9058823529,0.0001864672557,-0.007150175309,0
0.003921568627,0.9098039216,0.000157576715,-0.007402851594,0
0.003921568627,0.9137254902,0.0001145746718,-0.007581997671,0
0.003921568627,0.9176470588,5.462814603e-05,-0.007660456602,0
0.003921568627,0.9215686275,-2.54154886e-05,-0.007606523619,0
0.003921568627,0.9254901961,-0.0001290126245,-0.007383638979,0
0.003921568627,0.9294117647,-0.0002598927227,-0.006950156286,0
0.003921568627,0.9333333333,-0.0004220142095,-0.006259208526,0
0.003921568627,0.937254902,-0.0006195139487,-0.005258687248,0
0.003921568627,0.9411764706,-0.0008566684589,-0.003891333744,0
0.003921568627,0.9450980392,-0.001137906822,-0.002094906887,0
0.003921568627,0.9490196078,-0.001467957379,0.000197672911,0
0.003921568627,0.9529411765,-0.001852293268,0.003058424409,0
0.003921568627,0.9568627451,-0.002298210832,0.006565089817,0
0.003921568627,0.9607843137,-0.002817235202,0.01080343608,0
0.003921568627,0.9647058824,-0.003430350197,0.01587261966,0
0.003921568627,0.968627451,-0.004179392127,0.02189643347,0
0.003921568627,0.9725490196,-0.005152146203,0.02904539237,0
0.003921568627,0.9764705882,-0.006537419914,0.03757747367,0
0.003921568627,0.9803921569,-0.008738181528,0.0479052959,0
0.003921568627,0.9843137255,-0.01253928243,0.06067219383,0
0.003921568627,0.9882352941,-0.01885136037,0.07664881484,0
0.003921568627,0.9921568627,-0.02339112555,0.09525947991,0
0.003921568627,0.9960784314,0.03913402378,0.1039834114,0
0.003921568627,1,1,0,0
0.007843137255,0,0,0,0
0.007843137255,0.003921568627,-8.025456337e-06,1.908467044e-06,0
0.007843137255,0.007843137255,1.070896983e-05,-1.114389317e-05,0
0.007843137255,0.01176470588,4.135272494e-05,-4.888128867e-05,0
0.007843137255,0.01568627451,7.570951658e-05,-0.0001155294284,0
0.007843137255,0.01960784314,0.000109584395,-0.0002119207632,0
0.007843137255,0.02352941176,0.000141055617,-0.0003369532377,0
0.007843137255,0.02745098039,0.0001694376713,-0.0004885651388,0
0.007843137255,0.03137254902,0.0001946925955,-0.0006643479903,0
0.007843137255,0.03529411765,0.0002171031875,-0.0008619088612,0
0.007843137255,0.03921568627,0.0002370921221,-0.001079068291,0
0.007843137255,0.0431372549,0.000255121482,-0.001313953713,0
0.007843137255,0.04705882353,0.000271637102,-0.001565027807,0
0.007843137255,0.05098039216,0.0002870384482,-0.001831077173,0
0.007843137255,0.05490196078,0.0003016634279,-0.002111177655,0
0.007843137255,0.05882352941,0.0003157821244,-0.002404646812,0
0.007843137255,0.06274509804,0.000329595933,-0.002710990356,0
0.007843137255,0.06666666667,0.000343239948,-0.003029846968,0
0.007843137255,0.07058823529,0.000356787236,-0.003360934316,0
0.007843137255,0.07450980392,0.0003702540982,-0.003703998014,0
0.007843137255,0.07843137255,0.0003836057209,-0.004058764533,0
0.007843137255,0.08235294118,0.0003967618103,-0.004424898537,0
0.007843137255,0.0862745098,0.0004096019458,-0.004801964786,0
0.007843137255,0.09019607843,0.0004219704962,-0.005189394494,0
0.007843137255,0.09411764706,0.0004336810242,-0.005586455894,0
0.007843137255,0.09803921569,0.000444520172,-0.005992228696,0
0.007843137255,0.1019607843,0.0004542510713,-0.006405582112,0
0.007843137255,0.1058823529,0.0004626163588,-0.006825156138,0
0.007843137255,0.1098039216,0.0004693409022,-0.007249345873,0
0.007843137255,0.1137254902,0.0004741343533,-0.007676288692,0
0.007843137255,0.1176470588,0.0004766936457,-0.00810385422,0
0.007843137255,0.1215686275,0.0004767055468,-0.008529637081,0
0.007843137255,0.1254901961,0.0004738493589,-0.008950952532,0
0.007843137255,0.1294117647,0.0004677998434,-0.00936483508,0
0.007843137255,0.1333333333,0.000458230421,-0.009768040274,0
0.007843137255,0.137254902,0.0004448166754,-0.01015704986,0
0.007843137255,0.1411764706,0.0004272401659,-0.01052808045,0
0.007843137255,0.1450980392,0.0004051925315,-0.01087709595,0
0.007843137255,0.1490196078,0.0003783798496,-0.01119982374,0
0.007843137255,0.1529411765,0.0003465271962,-0.01149177484,0
0.007843137255,0.1568627451,0.0003093833379,-0.01174826795,0
0.007843137255,0.1607843137,0.0002667254783,-0.01196445732,0
0.007843137255,0.1647058824,0.0002183639683,-0.01213536438,0
0.007843137255,0.168627451,0.0001641468898,-0.01225591286,0
0.007843137255,0.1725490196,0.0001039644141,-0.01232096706,0
0.007843137255,0.1764705882,3.775284134e-05,-0.01232537302,0
0.007843137255,0.1803921569,-3.450177512e-05,-0.01226400204,0
0.007843137255,0.1843137255,-0.0001127605053,-0.01213179608,0
0.007843137255,0.1882352941,-0.0001969290034,-0.01192381456,0
0.007843137255,0.1921568627,-0.000286855624,-0.0116352818,0
0.007843137255,0.1960784314,-0.0003823302543,-0.01126163473,0
0.007843137255,0.2,-0.0004830839109,-0.01079856993,0
0.007843137255,0.2039215686,-0.0005887891351,-0.01024208963,0
0.007843137255,0.2078431373,-0.0006990612053,-0.00958854587,0
0.007843137255,0.2117647059,-0.0008134601704,-0.008834682273,0
0.007843137255,0.2156862745,-0.0009314936911,-0.007977672832,0
0.007843137255,0.2196078431,-0.001052620661,-0.007015157179,0
0.007843137255,0.2235294118,-0.001176255561,-0.005945271861,0
0.007843137255,0.2274509804,-0.001301773496,-0.004766677193,0
0.007843137255,0.231372549,-0.001428515829,-0.003478579329,0
0.007843137255,0.2352941176,-0.001555796341,-0.0020807473,0
0.007843137255,0.2392156863,-0.001682907811,-0.0005735247799,0
0.007843137255,0.2431372549,-0.001809128924,0.001042163507,0
